НА:2026-06-30T23:59:59
"контрагент","1.1.Себестоимость продуктовая","1.9.Ремонт/Обслуживание производ.оборудования","2.4.Маркетинг","2.5.1.Расходы по реализации Прочие","2.5.6.Акция ФЗ","2Себестоимость (прочее)","3.3.1.Админ.расходы ПРОЧИЕ","3050 ВФП","4-Подотчет","5-Дебит.задолж.","7- Основные средства","99Главная касса","Авансы выданные","Выручка","Денежные средства","Доход от возмещение расходов на содержание гост.туалетов","Доходы прочие (аренда,ЧЛ и проч.)","Задолженность перед поставщиками","Зарплата","Касса Взаиморасчеты","Крафт Расходы","Кристал Каспии","Начисл БонусыП","Расчеты с гостями","Текущие расчеты с сотрудниками","Торговая выручка","Торговые кассы","ФЗ Жусан Банк","ФЗ Каспи","Цой Д.Л.Каспи","итого"
"0258fef3-7a3b-4997-a315-89a3539499bb",0,0,0,0,0,0,0,0,0,0,0,-539312,0,0,0,0,0,0,1050000,0,0,0,0,0,0,0,0,0,-129200,0,381488
"026477c2-af9b-4a37-9a94-41a82996d809",0,0,0,0,0,0,0,0,0,0,0,-136206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136206
"026c6e5c-73b6-421a-a9fa-02909ee6a4b5",0,0,0,0,0,0,0,0,0,0,0,-33750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33750
"028c38c3-ce75-4e54-b0e3-62215648fbdd",0,0,0,0,0,0,0,0,0,0,0,-299500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299500
"02a595bc-fe21-4b48-91ee-189b1a316135",0,0,0,0,0,0,0,0,0,0,0,-581495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-581495
"02fac57c-9b77-4b51-a202-b6387ad4913d",0,0,0,0,0,0,0,0,0,0,0,-67130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40000,0,-107130
"02fed80a-6816-4653-89a2-e2a573b832bf",0,0,0,0,0,0,0,0,0,0,0,-755580,0,0,0,0,0,0,702000,0,0,0,0,0,0,0,0,0,0,0,-53580
"030620b1-d420-42a1-82ea-0e7f2add0e20",0,0,0,0,0,0,0,0,0,0,0,-30400,0,0,0,0,0,0,30400,0,0,0,0,0,0,0,0,0,0,0,0
"034fbd90-6c52-4c7f-8640-fe4891469a5d",0,0,0,0,0,0,0,0,0,0,0,-478534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-478534
"035361b9-4940-4ac0-9b8c-3289c81f914a",0,0,0,0,0,0,0,0,0,0,0,-2182338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1302377,0,-3484715
"03646a79-82bb-4887-905e-d2872272abe4",0,0,0,0,0,0,0,0,0,0,0,-309469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-309469
"03b3150d-8180-4972-a8e5-9a4b9c07dd73",0,0,0,0,0,0,0,0,0,0,0,-142337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19305,0,-161642
"03b4138f-b9b2-4b31-9948-1cb066742df7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288000,0,0,0,0,0,-288000
"03e92729-5f00-4bc0-aea7-c0f2298cc78f",0,0,0,0,0,0,0,0,0,0,0,-1588649,0,0,0,0,0,0,460545,0,0,0,0,0,0,0,0,0,0,0,-1128104
"03e948f1-67d2-4583-9b44-bb3f4a9431ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218182,0,0,0,0,0,-218182,0,0,0,0,0,0
"04013287-272e-4d18-a22d-097f7dd9953d",0,0,0,0,0,0,0,0,0,0,0,-282789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44044,0,-326833
"04352a44-2c77-493e-88ff-25feba948882",0,0,0,0,0,0,0,0,0,0,0,-3193000,0,0,0,0,0,0,0,0,0,0,0,0,-212846,0,0,0,-1904216,0,-5310062
"0453b3b1-bdcb-467c-97a1-03ae26d8e226",0,0,0,0,0,0,0,0,0,0,0,-450599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-450599
"047a099d-6212-4546-9181-d641b087330e",0,0,0,0,0,0,0,0,0,0,0,-6123000,0,0,0,0,0,0,0,0,0,0,0,0,-269672,0,0,0,0,0,-6392672
"04824288-15fc-4754-9864-7a3b0bbcf7de",0,0,0,0,0,0,0,0,0,0,0,-75210,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,0,8790
"048910aa-4740-48ce-bfcb-0a481dcb82c5",0,0,0,0,0,0,0,0,0,0,0,-251421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-251421
"04b9223d-87a6-4c99-81db-2ed382ca42c6",0,0,0,0,0,0,0,0,0,0,0,-40930,0,0,0,0,0,0,36365,0,0,0,0,0,0,0,0,0,0,0,-4565
"053abc91-0441-4f4b-9ca2-e869427aac78",0,0,0,0,0,0,0,0,0,0,0,-318065,0,0,0,0,0,0,327270,0,0,0,0,0,0,0,0,0,0,0,9205
"053cbff0-85e1-4dfa-a7cc-8062e9e60ffc",0,0,0,0,0,0,0,0,0,0,0,-272445,0,0,0,0,0,0,278500,0,0,0,0,0,0,0,0,0,0,0,6055
"0562ec74-68eb-47c7-b127-a4d0ca3a2c56",0,0,0,0,0,0,0,0,0,0,0,-2236386,0,0,0,0,0,0,2053320,0,0,0,0,0,0,0,0,0,-133239,0,-316305
"056fa6ae-601b-410a-9720-0c937c9b561b",0,0,0,0,0,0,0,0,0,0,0,-315294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18876,0,-334170
"05b55772-bc01-4b4e-bee8-4871f7081c48",0,0,0,0,0,0,0,0,0,0,0,-279000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89833,0,-368833
"05c17d2c-8a0b-4598-b4e9-1405e66db8d9",0,0,0,0,0,0,0,0,0,0,0,-407500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-407500
"05edeb45-0129-435f-8a11-9a475da8a976",0,0,0,0,0,0,0,0,0,0,0,-160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-160000
"060c5d21-fb50-4176-8a1f-bf95e9250aa7",0,0,0,0,0,0,0,0,0,0,0,-840128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-840128
"060f8869-daa3-4743-a344-38cfdfae01f6",0,0,0,0,0,0,0,0,0,0,0,-413869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-413869
"06a2534f-156d-40ab-ba32-06f20f3650ef",0,0,0,0,0,0,0,0,0,0,0,-2748187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2748187
"06c45ffa-a0a3-44da-9a08-3e2ab97241e3",0,0,0,0,0,0,0,0,0,0,0,-114185,0,0,0,0,0,0,156000,0,0,0,0,0,0,0,0,0,0,0,41815
"07425d05-0d02-40cb-9d68-4562f65b22dc",0,0,0,0,0,0,0,0,0,0,0,-1261756,0,0,0,0,0,0,1027000,0,0,0,0,0,0,0,0,0,0,0,-234756
"074c8c08-aef9-494f-b5a6-372ac380c851",0,0,0,0,0,0,0,0,0,0,0,-191464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91878,0,-283342
"07517bd3-e2bd-41c5-b759-b046a2d11e36",0,0,0,0,0,0,0,0,0,0,0,-159817,0,0,0,0,0,0,207000,0,0,0,0,0,0,0,0,0,0,0,47183
"075a6724-b0c4-4056-8fc0-60815bedf530",0,0,0,0,0,0,0,0,0,0,0,-424772,0,0,0,0,0,0,625000,0,0,0,0,0,0,0,0,0,-190975,0,9253
"078757ee-474a-4e16-bb38-499a3e78aa3d",0,0,0,0,0,0,0,0,0,0,0,-158661,0,0,0,0,0,0,70500,0,0,0,0,0,0,0,0,0,0,0,-88161
"078a8669-d398-48db-b609-396bf9ef65d4",0,0,0,0,0,0,0,0,0,0,0,-7631905,0,0,0,0,0,0,2115861,0,0,0,0,0,-348849,0,0,0,-2011948,0,-7876841
"07aace8c-e45a-4996-bc3d-a4203ca18da7",0,0,0,0,0,0,0,0,0,0,0,-4973381,0,0,0,0,0,0,621435,0,0,0,0,0,0,0,0,0,-1825640,0,-6177586
"07aaed86-7412-4f85-a223-a4749df06d52",0,0,0,0,0,0,0,0,0,0,0,-342470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-342470
"07e1483c-b990-4f5a-abd5-92dd2fd018df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39812,0,0,0,0,0,-39812
"0800c2c7-f04e-4b03-850a-27ea643354f0",0,0,0,0,0,0,0,0,0,0,0,-454400,0,0,0,0,0,0,520300,0,0,0,0,0,0,0,0,0,0,0,65900
"0816e0a7-b9cc-47a7-a30c-a88a624b3f59",0,0,0,0,0,0,0,0,0,0,0,-3189264,0,0,0,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,-2541264
"0825f407-b9b2-4c3d-b003-6fd9553e163c",0,0,0,0,0,0,0,0,0,0,0,-98580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98580
"083ab654-8fac-4660-988c-73d2ad116aab",0,0,0,0,0,0,0,0,0,0,0,-66807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66807
"083e5399-17b6-4187-965b-8ac13f713e80",0,0,0,0,0,0,0,0,0,0,0,-429730,0,0,0,0,0,0,612123,0,0,0,0,0,0,0,0,0,-166964,0,15429
"086d561d-4b88-4f09-98f5-442424063339",0,0,0,0,0,0,0,0,0,0,0,-454175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-454175
"08980a8a-72f1-49a6-b744-fc919cfc2faa",0,0,0,0,0,0,0,0,0,0,0,-95060,0,0,0,0,0,0,108000,0,0,0,0,0,0,0,0,0,0,0,12940
"08a81bb4-1698-4ac7-b0c8-5302c323b68f",17097638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17097638
"08fef916-3e1d-496c-8fda-410e58cabc78",0,0,0,0,0,0,0,0,0,0,0,-367214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138423,0,-505637
"096809ae-6cb5-4729-a130-0e52039fad37",45000,0,0,0,0,0,0,0,524334,0,0,-2169500,0,0,0,0,0,0,5300000,0,0,0,0,0,-100686,0,0,0,-1973568,0,1625580
"09d3b459-8353-49c4-8238-a822226d85b6",0,0,0,0,0,0,0,0,0,0,0,-26795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26795
"09f9d7b6-1af1-40cd-b2eb-31de1e41a65d",0,0,0,0,0,0,0,0,0,0,0,-170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170000
"0a32a3b3-1387-4e22-b20f-12a8d8970640",0,0,0,0,0,0,0,0,0,0,0,-655515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-232219,0,-887734
"0a8ef2c1-f675-4f25-a470-e5ba8bccc2de",0,0,0,0,0,0,0,0,0,0,0,-245518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-333809,0,-579327
"0aa48fbf-f942-4ff9-a424-afc5796f43ad",0,0,0,0,0,0,0,0,0,0,0,-60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60000
"0abc5a39-993b-42b2-9f85-0048ff2b0631",0,0,0,0,0,0,0,0,0,0,0,-37530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37530
"0abdb8be-0c04-4da6-9b1d-b52a34eb646a",0,0,0,0,0,0,0,0,0,0,0,-2136445,0,0,0,0,0,0,481500,0,0,0,0,0,0,0,0,0,-564057,0,-2219002
"0af3268b-fe97-4bf6-b26b-60f03086cabf",0,0,0,0,0,0,0,0,0,0,0,-29855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29855
"0b0ac683-5f8c-4eb7-a8d8-565a79e9d86d",0,0,0,0,0,0,0,0,0,0,0,-3383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3383000
"0b4fec04-8347-4ab5-b51d-01900cac1048",0,0,0,0,0,0,0,0,0,0,0,-27512227,0,0,0,0,0,0,32229019,0,0,0,0,0,0,0,0,0,-2414300,0,2302492
"0b6eac60-ce73-4f8e-987b-2c66ebcec183",0,0,0,0,0,0,0,0,0,0,0,-34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34500
"0b828bef-9242-4971-a0be-206b0f458c45",0,0,0,0,0,0,0,0,0,0,0,-1252847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-816490,0,-2069337
"0b84e4ad-3599-4f70-a359-7239b36aa8ea",0,0,0,0,0,0,0,0,0,0,0,-1910092,0,0,0,0,0,0,1511800,0,0,0,0,0,0,0,0,0,0,0,-398292
"0bbc2471-aa1d-4346-b1e1-e7f69c55a933",0,0,0,0,0,0,0,0,0,0,0,-539600,0,0,0,0,0,0,45561,0,0,0,0,0,0,0,0,0,0,0,-494039
"0be3cde7-0dbe-4ca9-9756-f6874bbccc9d",0,0,0,0,0,0,0,0,0,0,0,-804014,0,0,0,0,0,0,833627,0,0,0,0,0,0,0,0,0,0,0,29613
"0c528034-f1c0-486c-aca1-0068a9a17c57",0,0,0,0,0,0,0,0,0,0,0,-105470,0,0,0,0,0,0,151200,0,0,0,0,0,0,0,0,0,0,0,45730
"0c666b73-fc73-42a2-914c-8dd1195464f4",0,0,0,0,0,0,0,0,0,0,0,-152827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150088,0,-302915
"0c8fed76-e9cb-4693-b571-f82b6dcbad74",0,0,0,0,0,0,0,0,0,0,0,-2201615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-439187,0,-2640802
"0cfbad2d-5c26-4cef-8bb1-26312ee6c1df",0,0,0,0,0,0,0,0,0,0,0,-59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59000
"0cffec47-5c1f-4567-ba33-7687ae23806d",0,0,0,0,0,0,0,0,0,0,0,-40866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40866
"0d5316be-d677-4d1a-863d-29ddebe9c43f",0,0,0,0,0,0,0,0,0,0,0,-84000,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,0,0
"0da3c796-adad-4724-8d68-86f12a5e7816",0,0,0,0,0,0,0,0,0,0,0,-1743056,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,-344624,0,-2067680
"0da725f2-93a8-4427-88d5-c305275183b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74000,0,0,0,0,0,-74000
"0dc4bc0b-29a8-480b-b62f-b2d8f65b308e",0,0,0,0,0,0,0,0,0,0,0,-54972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54972
"0e1a5477-c8d6-4021-8141-966342bb75fc",0,0,0,0,0,0,0,0,0,0,0,-327000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-327000
"0e2252b5-883f-4e11-83d1-ef8a9ff1fff1",0,0,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2000
"0e4c94d8-7a35-41cb-9849-58cdeda6cb03",0,0,0,0,0,0,0,0,0,0,0,-23521500,0,0,1053610,0,0,0,27945454,0,0,0,0,0,-500000,0,35410,0,-2702919,0,2310055
"0e61dc94-bf79-409f-8b6f-d995d4d2639c",0,0,0,0,0,0,0,0,0,0,0,-191744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112132,0,-303876
"0e661400-72b0-174e-0161-051b87d16c59",0,0,0,0,0,87355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87355
"0e661400-72b0-174e-0161-051b87d16c5d",0,0,0,0,0,8878760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878760
"0e661400-72b0-174e-0161-051b87d16c67",2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940
"0e661400-72b0-174e-0161-051b87d16c6e",0,0,0,0,0,4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4825
"0e7392e1-4ba3-4a67-a1a0-692a4d28bfaf",0,0,0,0,0,0,0,0,0,0,0,-4006451,0,0,0,0,0,0,6020000,0,0,0,0,0,0,0,0,0,-535750,0,1477799
"0ea2eb73-6a68-466b-bf0a-3e7bd39a9c17",0,0,0,0,0,0,0,0,0,0,0,-1267000,0,0,0,0,0,0,0,0,0,0,0,0,-243921,0,0,0,-455100,0,-1966021
"0f3ff413-594a-4910-9878-a199b406c215",0,0,0,0,0,0,0,0,0,0,0,-154236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72484,0,-226720
"0f44fac3-1f66-4879-bccf-d5ea95a4b5a9",0,0,0,0,0,0,0,0,0,0,0,-106075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106075
"0f8e13b9-eb68-4872-84ac-8d56b97dea30",0,0,0,0,0,0,0,0,0,0,0,-71509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98604,0,-170113
"0f952693-5fc2-4e07-9fdc-74f13f4e1048",0,0,0,0,0,0,0,0,0,0,0,-292650,0,0,0,0,0,0,427000,0,0,0,0,0,0,0,0,0,-126181,0,8169
"0f95be0a-762d-43c7-9677-661767535a76",0,0,0,0,0,0,0,0,0,0,0,-16079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108422,0,-124501
"0fb3741a-0d96-49d6-8bf5-5234039bc69c",0,0,0,0,0,0,0,0,0,0,0,-507417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-507417
"0fb78687-55fb-477f-99c7-1b2b9553cc11",0,0,0,0,0,0,0,0,0,0,0,-9872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9872
"0fc61b03-fd1a-47b0-bd8e-dfc8b6e2d886",0,0,0,0,0,0,0,0,0,0,0,-134434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-134434
"0Частное лицо Покупатель",16085900,0,0,0,0,1663207,0,0,0,0,-40000,40000,0,0,0,0,0,481235,0,0,0,0,0,1426489,0,3990,0,0,0,77000,19737821
"1-Базилик 1 (Шевченко)",119037711,0,0,0,0,20650,0,0,0,1398912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120457273
"1-Базилик 1 (Шевченко): 1-Склад ГП с ФудЗавода",52929259,0,0,0,0,113925372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166854631
"1-Базилик 1 (Шевченко): 1Вынос+Доставка",35642132,0,0,0,0,14437451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50079583
"1-Базилик 1 (Шевченко): 1Основной склад",660868,0,0,0,0,3384787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045655
"1-Базилик 1 (Шевченко): я не исп Мучной цех",0,0,0,0,0,5927697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927697
"1-Базилик 1 (Шевченко): я не исп Овощной цех",0,0,0,0,0,4068720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068720
"1-Базилик 1 (Шевченко): я не исп Стафф",0,0,0,0,0,28943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28943
"100-Crave (Сейфуллина 416)",0,0,0,0,0,0,0,0,0,19502836,0,0,0,0,0,0,0,-18951483,0,0,0,0,0,0,0,0,0,0,0,0,551353
"100-Сrave cafe (Cейфуллина): CV Склад ГП с Фуд завода",21609529,0,0,0,0,200230,0,0,0,0,0,0,0,0,0,0,0,1169787,0,0,0,0,0,0,0,0,0,0,0,0,22979546
"101-BIG APPLE ИП КАХАРОВА",6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6664
"102-Яндекс лавка Абылай хана,62",25276421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25276421
"102-Яндекс лавка Айтеке Би,16 Астана",3008564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008564
"102-Яндекс лавка Байтурсынова 4/1 Астана",3169859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169859
"102-Яндекс лавка Бухар Жырау,25/1 Астана",3756999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756999
"102-Яндекс лавка Васнецова,25",17634158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17634158
"102-Яндекс лавка Кожамкулова,202",22101479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22101479
"102-Яндекс лавка Коктерек,2",6452804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6452804
"102-Яндекс лавка Майлина,10 Астана",3077599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077599
"102-Яндекс лавка Мамыр3,д.3",11714344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714344
"102-Яндекс лавка Навои,58/1",14692253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14692253
"102-Яндекс лавка ОСНОВНОЙ",0,0,0,0,0,0,0,0,0,27788902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27788902
"102-Яндекс лавка Розыбакиева 275А",19691251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19691251
"102-Яндекс лавка Самал-2, дом 105",16770853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16770853
"102-Яндекс лавка Сатпаева.90/21",17413639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17413639
"102-Яндекс лавка Тимирязева 38/1",12514334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12514334
"102-Яндекс лавка Толе би,51 Астана",4118631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118631
"102-Яндекс лавка г.Алматы, Илийский р-н, с.Аскар Токпанов, уч.15Д, ул.Бережинского,20",9761356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9761356
"1029ab4a-b87f-4e52-ba29-b07f83544d23",0,0,0,0,0,0,0,0,0,0,0,-120385,0,0,0,0,0,0,145500,0,0,0,0,0,0,0,0,0,0,0,25115
"103-Бобух ИП, ул. Торетай 92, бутик 103",1812066,0,0,0,0,0,0,0,0,620211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432277
"104-DQ12 ТОО г.Тараз, Конаева 12",2746765,0,0,0,0,0,0,0,0,374960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121725
"104f7644-e094-4fad-9ef1-723695eaf91a",0,0,0,0,0,0,0,0,0,0,0,-1592282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1592282
"105-Алга экспресс ОСНОВНОЙ",0,0,0,80801,0,0,0,0,0,659883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740684
"105-Алга экспресс, Райымбек, ст-е 479/5 - АЗС 133",174183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174183
"105-Алга экспресс, Рыскулова 57 Б",2246398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246398
"105-Алга экспресс, Северное кольцо, 27 Е/ АЗС-160",789648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789648
